k,Tweeted?,submitted,uni,aff,year,body,additonal-info
Y,FALSE,6/26/2020 21:06:13,Princeton University,Alumni,2016,"I was one of two black women in an advanced Arabic class. The instructor could never seem to tell us apart, although he never got anyone else confused. After a few classes, he “gave up” and started calling us both the same thing, which was a mixture of the two of our names put together. I was afraid that my grade would be affected if I spoke up. He still teaches at Princeton.",His name is Tarek Elsayed. 
Y,FALSE,6/26/2020 22:59:01,Princeton University,Alumni,2019,"I lived in Pyne, which had super thin walls, and I was able to hear almost every single conversation my next door neighbors had. For a couple nights in a row I could hear one of them throwing around different variations of N****r. This was the same guy who often walked around with a MAGA hat ""ironically""",
Y,TRUE,6/26/2020 23:58:08,Princeton University,Alumni,2018,We were talking about Econ and this guy verbatim said to me “slavery is a utility maximizing system because the utility of slaves don’t count in that system”. He’s also a Rhodes Scholar.,
Y,FALSE,6/27/2020 2:45:15,Princeton University,Alumni,2015,"Sophomore year, I was living in a dorm where 3 of the 4 students were Black, and the other was Pakistani American. One morning, we awoke to find that our names had been erased from the chalkboard beside our dorm door, and in its place someone had scrawled ""Nigger.""

Being young and not wanting to draw much attention, we were reluctant to report it. When we did, it amounted to a tiny blurb below-the-fold in the Daily Princetonian. The 6-sentence article, which promised an investigation, ended with, ""A hate crime has not been confirmed on campus in at least the past three years."" I wonder how many more went unconfirmed, or unreported.",Here's the article https://www.dailyprincetonian.com/article/2012/10/news-notes-racial-slur-discovered-on-bulletin-wall-in-1967-hall
Y,TRUE,6/27/2020 13:20:58,Princeton University,Alumni,2017,"I was fumbling to find my prox ID in my backpack to enter into an eating club when I hear a group of white maps students exclaim, “Look! The exotic ethnic!”...",
Y,FALSE,6/27/2020 21:24:23,Princeton University,Alumni,2019,"In Developmental Psychology (amazing professor and class), we watched a film following the development of a group of white, Asian, and Black babies across the globe. I will never forget the laughter and audible fawning from students when the white and Asian babies were on screen, and also the deafening silence during every scene in which the Black babies were shown. In a lecture hall of over 100 students with only a handful of Black students, the intermittent silence killed me.",
Y,FALSE,6/27/2020 23:25:39,Princeton University,Student,21,I once had a student pull on my hair and weave just because they wanted to know what “black hair” felt like,
Y,FALSE,6/28/2020 1:20:26,Princeton University,Alumni,,I had a white peer argue that it inconveniences him if he has to stop saying the n word when listening to music. He found it disrespectful that he was not able to sing along to the full song.,
Y,FALSE,6/28/2020 1:30:49,Princeton University,Alumni,2017,"I had a peer who would consistently homogenize and belittle African countries. Anytime an African country was mentioned by him, it’d always be described as a nation with no water, resources, technology or hope.",
Y,FALSE,6/28/2020 1:35:03,Princeton University,Student,2020,"A few months after operating the sound for eXpressions Dance Company’s rehearsals and weekend full of performances for thé second time, I ran into the group locked out of a Butler basement meeting room and they all got up and asked if I was the public safety officer there to let them into the room.",
Y,FALSE,6/28/2020 1:38:11,Princeton University,Alumni,2017,I had a friend mention that a white vs. black war can be looked at as “The Military vs. Gangsters”,
Y,FALSE,6/28/2020 1:42:38,Princeton University,Student,2020,"During my freshman year, one of my classmates explained to me that the reason there weren’t more Black people at Princeton was because “the Black community just doesn’t value education.” He won the Spirit of Princeton Award this spring.",
Y,FALSE,6/28/2020 5:08:12,Princeton University,Alumni,2016,I had a Jewish friend who attended her other black friend’s poetry reading. Her friend read poems in which she spoke about slavery and the injustices black people face to this day because of it. My Jewish friend was so uncomfortable that afterward she came to my dorm room to complain “Slavery ended a hundred plus years ago. Get over it!” ,
Y,FALSE,6/28/2020 10:58:59,Princeton University,Alumni,2014,"I remember going to a premed planning meeting and having a young, Health Professions Advisor (i.e., faculty) with no medical background tell me outright that with my grades and scores the only way I could get into med school was by applying to an HBCU or “maybe [my] state school” because she “heard they were looking for more diversity”...luckily I did not take her advice, and my life went just fine. ",
NO POST,FALSE,6/28/2020 11:03:35,Princeton University,Alumni,2014,"It makes me sick to think about how many of my peers who looked like me were unfairly judged and disempowered by this woman based on her own biases and inexperience. 
",Sorry this is follow up to my submission one minute ago about health professions advising at Princeton. 
Y,TRUE,6/28/2020 15:45:53,Princeton University,Alumni,2014,"Psafety was called for a noise complaint and long story short, I ended up getting handcuffed & kneed in the back by a man at most a security guard, at least twice my size. All the while, another psafety officer berated me saying “as if you’re smart enough to go here” because he didn’t believe i was a student. The night ended with me being taken to the hospital, handcuffed, since the officers involved decided they would report me as having been “uncooperative and extremely intoxicated”. My BAC was 0.0. And on top of that, I got put on disciplinary probation by the school. My appeal was denied but the school did pay for my hospital fees. An admission of guilt if I ever saw one...",
NO POST,FALSE,6/29/2020 0:50:08,Princeton University,Student,2022,"Once I was eating Sunday Brunch in the Forbes Dining Hall. This guy who was at my table pointed out my four Black friends eating together, and says “I don’t understand why Black people only hangout with each other. If they hung out with other people, they would have a better time here.” He only hangs out with white people.",Submission from non Black Latinx person
Y,FALSE,6/29/2020 0:55:11,Princeton University,Student,2022,"There's this girl in my year who always screams out the N word when rapping to songs played at pregames and on the street. She even prides herself in these confederate flag shot glasses she has. When people tried to confront her about it, she said that it made her feel at home and reminded her of Alabama. Even though everyone knows this, she was readily accepted into her eating club, which is predominately all-white.",
NO POST,FALSE,6/29/2020 2:19:09,Princeton University,Student,2022,"Once I was eating Sunday Brunch in the Forbes Dining Hall. This guy who was at my table pointed out my four Black friends eating together, and says “I don’t understand why Black people only hangout with each other. If they hung out with other people, they would have a better time here.” He only hangs out with white people.",Submission from non Black Latinx person
NO POST,FALSE,6/29/2020 3:02:26,Princeton University,Student,2022,"Once I was eating Sunday Brunch in the Forbes Dining Hall. This guy who was at my table pointed out my four Black friends eating together, and says “I don’t understand why Black people only hangout with each other. If they hung out with other people, they would have a better time here.” He only hangs out with white people.",Submission from non Black Latinx person
Y,FALSE,6/29/2020 9:30:46,Princeton University,Alumni,2017,"In April 2015, a university sponsored group by the name of “Urban Congo”  – most, if not all, were white males –  performed all over campus with painted streaks on their faces and bodies, wearing loincloths, and banging on objects while chanting (ie mocking and bastardizing African culture). Black students expressed their outrage and the incident went viral.  

A week later President Chris Eisgruber responded by saying  “Comedy, satire, and stage performances inevitably transgress boundaries” and that groups like Urban Congo  “are fundamental to the life of any great University. “  ",
Y,FALSE,6/29/2020 10:38:18,Princeton University,Student,2022,"Once I was eating Sunday Brunch in the Forbes Dining Hall. This guy who was at my table pointed out my four Black friends eating together, and says “I don’t understand why Black people only hangout with each other. If they hung out with other people, they would have a better time here.” He only hangs out with white people.",Submission from non Black Latinx person
Y,FALSE,6/29/2020 13:11:40,Princeton University,Alumni,2011,"I visited a good friend of mine and their sibling at Princeton often. They are biracial and I am Black. During one of my last visits, I was walking around the dorm and a guy asks, ""Why is there a Black person in this dorm""? My friends confronted the guy and his excuse was, ""I'm drunk.""",I am a close friend of 2 alumni
Y,FALSE,6/29/2020 14:50:40,Princeton University,Student,2021,"A music TA pulled me aside after class to ask why I wasn’t doing well in Music Theory. After explaining being first gen, low income alongside being a Black woman in a white department/not being taken seriously, she laughed and said it was all in my head. That I was doing this to myself for attention, and to try harder. I was forced to stay in the class in order to become a Music major.",
,FALSE,6/29/2020 16:22:16,Princeton University,Alumni,1996,"While shopping at a store across the street from campus for school swag, a white woman asked me where I was headed  to college next year. When I replied Princeton, she said no really. After a long pause I said defiantly,...”Princeton.” She walked away embarrassed. ",
NO POST,FALSE,6/29/2020 17:00:28,Princeton University,Student,2022,"Once I was eating Sunday Brunch in the Forbes Dining Hall. This guy who was at my table pointed out my four Black friends eating together, and says “I don’t understand why Black people only hangout with each other. If they hung out with other people, they would have a better time here.” He only hangs out with white people.",Submission from non Black Latinx person
,FALSE,6/29/2020 17:12:20,Princeton University,Student,2022,"I’m a graduate student and my department had a townhall to talk about issues with racism within the department...and it was a whole ass circus! 🤡 🎪

We have no Black faculty and people wonder why, but then, during the meeting, senior professors and students were actively questioning whether racism in our department even exists (gaslighting POCs who claimed so) as well as skeptically asking for proof (expecting free emotional labor). It’s also pretty stressful for me because some of these professors are on my dissertation committee...oh, but the department has a “commitment to diversity and inclusion.” 🙃",
NO POST,FALSE,6/29/2020 19:06:02,Princeton University,Student,2022,"Once I was eating Sunday Brunch in the Forbes Dining Hall. This guy who was at my table pointed out my four Black friends eating together, and says “I don’t understand why Black people only hangout with each other. If they hung out with other people, they would have a better time here.” He only hangs out with white people.",Submission from non Black Latinx person
Y,FALSE,6/30/2020 2:41:17,Princeton University,Student,2022,"Once I was eating Sunday Brunch in the Forbes Dining Hall. This guy who was at my table pointed out my four Black friends eating together, and says “I don’t understand why Black people only hangout with each other. If they hung out with other people, they would have a better time here.” He only hangs out with white people.",Submission from non Black Latinx person
,FALSE,6/30/2020 2:42:16,Princeton University,Student,2022,"My freshman year, I was assigned a roommate from Texas. Within the first week of school, he told my other roommates that he believes that both African American students and student athletes are less intelligent than their peers. When my other roommates told me, I confronted him and he then tried to explain why his views were both true and also fact and not racist. I have also had arguments with him about the confederate flag, the cause of the civil war being states rights, and Trump (he’s a huge Trump supporter).",
Y,TRUE,6/30/2020 3:18:37,Princeton University,Student,2021,"After a particularly rough week, I was eating a “cheat day” meal with an asian American friend at a dining hall. He proceeded to scoff at my plate and said “No wonder your people die so quickly haha”. He’s in med school now. ",
Y,FALSE,6/30/2020 11:19:18,Princeton University,Alumni,2013,"During my first week of freshman year, I was pulled out of class by three public safety officers in front of my peers. The officers said I fit the description of a male that reportedly had a deadly weapon on campus that morning. Fortunately for me, I was at practice that morning with multiple witnesses. I later found out the ""deadly weapon"" was a squirt gun",
NO POST,FALSE,6/30/2020 12:29:14,Princeton University,Student,2022,"I got to Princeton and My freshman year, and I was assigned a roommate from Texas. Within the first week of school he told my other roommates that he believes that both African American students and student athletes are less intelligent than their peers. When my other roommates told me I confronted him and he then tried to explain why his views were both true but also fact and not racist. I have also had arguments with him about the confederate flag, the cause of the civil war being states rights, and Trump (he’s a huge Trump supporter).",
Y,FALSE,6/30/2020 12:54:22,Princeton University,Student,2023,"Being Black at Princeton means that non-black students feel free to share their racist and anti-black/anti-progressive opinions about BLM and the school’s recent decision to remove Woodrow Wilson’s name from one of our Res Colleges on a listserv to basically the entire student body. We’ve had two students do this who claim they will continue to share their opinions on these mass listservs, and while I get everyone has the right to their own opinion and free speech, I don’t understand why they feel so free and confident about sharing these opinions on a mass email. It’s so debilitating to have these mass insensitive messages sent out as if some of us haven’t been traumatized enough.",Both of these students currently attend Princeton.
NO POST,FALSE,6/30/2020 21:45:24,Princeton University,Student,2022,"I got to Princeton and My freshman year, and I was assigned a roommate from Texas. Within the first week of school he told my other roommates that he believes that both African American students and student athletes are less intelligent than their peers. When my other roommates told me I confronted him and he then tried to explain why his views were both true but also fact and not racist. I have also had arguments with him about the confederate flag, the cause of the civil war being states rights, and Trump (he’s a huge Trump supporter).",
,FALSE,7/1/2020 12:55:22,Princeton University,Student,2024,"When I was visiting Princeton for Princeton Preview weekend I was lost and looking for the liberal arts building so I asked some students nearby. Their first response was, “awww it’s great to have Princeton as your top choice, but I don’t think you’ll get in” basing it strictly off of my skin color. When I told them that I was already an admitted student visiting for Princeton Preview, they then told me that it was because of affirmative action that I was accepted and that it was good that I was planning on majoring in liberal arts because I’d never survive in a hard engineering major.",
NO POSTS,FALSE,7/1/2020 18:01:43,Princeton University,Student,2022,"I got to Princeton and My freshman year, and I was assigned a roommate from Texas. Within the first week of school he told my other roommates that he believes that both African American students and student athletes are less intelligent than their peers. When my other roommates told me I confronted him and he then tried to explain why his views were both true but also fact and not racist. I have also had arguments with him about the confederate flag, the cause of the civil war being states rights, and Trump (he’s a huge Trump supporter).",
NO POST,FALSE,7/3/2020 20:24:55,Princeton University,Alumni,2019,"The summer before my senior year, a classmate of mine wrote a long post on Facebook about how President Trump's remarks on white supremacy following the Charlottesville rally were ""twisted by the liberal media and the progressive left."" My classmate defended Trump and stood up for his undeniably racist and harmful rhetoric, arguing that liberals were painting a misleading picture. His words were deeply painful to hear, and showed that he did not have genuine respect for his peers, or even friends, of color and their safety in this country. What hurts more is that he received a full scholarship to Harvard Law based on his own white-passing minority status.",
NO POST,FALSE,7/3/2020 20:31:37,Princeton University,Alumni,2019,"(Not to post) - I just submitted a post on here a few minutes ago about the student who supported white supremacy at Princeton. Could you please redact the name of his law school and also redact the fact that he received a full scholarship? I don't feel comfortable with that identifying information anymore. And also please redact anything else which is too identifying please. I don't wish to cause humiliation or a public dragging, I only wished to share my experience. Thank you.",
Y,FALSE,7/5/2020 20:05:34,Princeton University,Alumni,2019,"My freshman year, I joined the Chapel Choir and was one of two black students at the time. Of course we had one or two Sundays a semester where we sang spirituals or gospel music. Which were often treated as the fun days where people didn’t have to take rehearsals as seriously. One week the choir director, a white woman, asked me to meet her in her office and I found out she wanted me to sing the solo in an arrangement of “Sometimes I Feel Like a Motherless Child”. I was so happy because it was my first (and only) solo in the choir. I was happy that she didn’t offer this one out to the whole choir and understood why the song needed to have a black soloist. As we were practicing she told me to correct all of the AAVE to standard English because it “made her uncomfortable”. She was only interested in making black suffering look palatable to their majority white congregation. I left the choir my junior year. Should’ve left way sooner.",
Y,FALSE,7/6/2020 2:54:30,Princeton University,Alumni,2020,"I worked in the dining hall all 4 years at Princeton. My junior year, a new professional manager began working, and she didn’t like me. She complained about me to my direct superior (a student) and claimed that I was disruptive and didn’t listen to her. When he assured her that I was a good manager and that I was always acting from a place of experience in that dining hall and not disrespect, she responding by saying, “Okay, good. I didn’t know if I should look both ways when I walk to my car.” She implied that I would potentially attack her after our shift. When I went to management about this, they said they’d act on it immediately. A month later I checked in because I hadn’t heard anything. They said they  sent her home the following day to “reflect on her actions” and that the next day she came back and apologized. I said that a paid afternoon off wouldn’t stop her from being racist. They said they hadn’t considered that. They said they were adding a focus on diversity and inclusion to her work goals for the year and that she’d be attending diversity courses before the next semester. I asked if they were mandatory. They said they hadn’t considered that. I later filed a complaint to the diversity and inclusion office prior to leaving for summer 2019. I never got a response. I had to continue working with her as my superior for the remainder of my time at Princeton. ",
,FALSE,7/6/2020 7:49:43,Princeton University,Student,2023,"I was on the street, at Cottage, and was one of two POC there. I was dancing in the basement with a friend and a white guy came over, made eye contact with his friend, smiled, and then ""accidentally"" spilled beer on me. I don't know if it was accidental or not but the fact that he laughed afterwards convinces me otherwise. ","Thanks so much for your account, you guys are great :)"
Y,FALSE,7/8/2020 19:50:01,Princeton University,Alumni,2020,"In 2018, I took an Anthropology class at Princeton on ‘Cultural Freedoms’ and had a white male professor (Lawrence Rosen) start the class by asking explicitly asking us “what’s more offensive: a white man walking up to a Black man and punching him in the face or a white man walking up a Black man and calling him a nigger?” After several comments from the class that by invoking the n-word explicitly as a white man, he was no longer engaging in a hypothetical debate but actually oppressing us, Prof. Rosen continued to use the word to the point that the entire class became an intense argument. The class was cancelled after one week of outrage, but under no pressure from Princeton. In fact, President Eisgruber released an official statement that he RESPECTED Prof. Rosen’s methodology of  “being explicit by using very difficult words.” The cultures of intellectualism on Ivy League campuses HAVE to stop the implications that students of color need to experience oppression for the overall good of community knowledge. Invoking trauma is not necessary for intellectual conversations, and far too often marginalized students are forced to be the subjects of their classmate’s life lessons. I ended up taking a year off from Princeton due to the emotional distress caused by the chaos of that class and the campus & media backlash afterwards, but you know at least my privileged peers were able to learn from my trauma ❤️",
,FALSE,7/11/2020 21:07:50,Princeton University,Student,2019,"I’m a Black POC and I once overheard kids from the eating club Ivy say,  “she’ll never get in because she’s Black and isn’t rich.” ",
Y,FALSE,7/12/2020 13:10:21,Princeton University,Alumni,2016,"My Sophomore year, I overheard a white, male Freshman in Forbes explain to his friends over lunch that white males were the only authors worth reading because throughout history, they had the best education and opportunities, and women and authors of color “just weren’t on the same level.” Later, I heard the same person question whether Native American art should even be considered in the same breath as Western art, heavily implying that it was much more primitive. After graduation, he went on to work at an organization that coordinates tutoring programs in prison, and now attends a top-tier law school. It’s scary to think that someone with these views is now empowered to work with incarcerated black and brown folks, and as a future lawyer or judge could make decisions that impact black and brown lives.",
Y,FALSE,7/12/2020 19:28:05,Princeton University,Student,2018,"I had a white friend tell me how she was annoyed by how her black roommate’s hair shed all over the room. I agreed that that was annoying and mentioned that I was grossed out by other people’s hair too but then she responded by saying that “the way it coils, it is just not hair to me.” At that moment, I felt so confused by how my friend could say that to me especially knowing that my hair coiled in a similar way. That was one among many negative comments I heard about black hair as a student and was one of the many reasons that I frequently felt insecure about wearing my natural hair. ",
NO POST,FALSE,7/12/2020 22:54:56,Princeton University,Student,2022,"OP of the eating club post at Princeton U. I didn’t want to out the club, but now that people asked, it’s fair. The club is cottage club ",
,FALSE,7/13/2020 8:57:08,Princeton University,Student,2019,"I wasn’t a member of Ivy, but ate there a handful of times, and it never sat right with me that multiple times there were apparently children of color (visibly much younger than the rest of the “staff”, seemed to me under 18 y/o) serving their meals. For a heavily white exclusive club, a bunch of 20-22 year olds being served meals by children of color and never really acknowledging them felt like an incredibly strange dynamic.","These may have been the staff’s kids, I don’t know, but for a club that charges ~$10K a year largely for the privilege of being served all your meals, it seems like they could pay well enough to attract adult staff or pay those adult staff well enough that their kids dont need part time jobs during school months? Or at the very least have an open interrogation of the politics of having an incredible white, exclusive group of young people paying exorbitant amounts to be served daily by even younger children of color."
NO POST,FALSE,7/13/2020 19:28:16,Princeton University,Student,2022,"OP of the eating club post at Princeton U. I didn’t want to out the club, but now that people asked, it’s fair. The club is cottage club ",
,FALSE,7/13/2020 20:50:35,Princeton University,Student,2019,"I’ll never forget the time a Black male athlete accidentally knocked me and this white girl to the ground during drunk meal. I heard, “Oh, I’m sorry. Are you okay?” and turned toward the voice, only to find that the athlete who had knocked me to ground was talking to the other girl. He had actually picked up the white girl, brushed her off, and was now trying to get her number. He did not even glance at me. He didn’t bother to ask if I was okay, even when the girl (who I was friends with) made sure to. I didn’t get any apology or any acknowledgement of existence. It reminded me of every time men at Princeton went out of their way to be courteous to white women and dismissive and even abrasive toward Black women.",
NO POST,FALSE,7/13/2020 23:07:08,Princeton University,Student,2022,"OP of the eating club post at Princeton U. I didn’t want to out the club, but now that people asked, it’s fair. The club is cottage club ",
Y,FALSE,7/15/2020 0:43:36,Princeton University,Student,2021,"Internalized racism is using Black women on campus as means to a nut and dragging their names through the mud while placing white women above us. Talk about racism all you want, but don’t forgot the Black men who seem more than happy to perpetuate it. We see y’all. ",
Y,FALSE,7/15/2020 17:14:48,Princeton University,Alumni,,"A friend and I were going out to party at the Cap and Gown eating club. We had passes, but while I was admitted, my friend, a Black male, wasn't. The security guard told him, ""You're not getting in, cotton."" My friend was visibility drunk and probably shouldn't have been allowed inside, but the security guard seemed inclined to escalate the situation by being racist. We couldn't believe what had happened and never felt comfortable partying at Cap again.",
Y,FALSE,7/16/2020 10:29:49,Princeton University,Student,2022,"This past fall, I went to each lunch at cottage (an eating club) with a friend of mine who was a member of the club to see if I’d like to bicker there (rush). While sitting down, I overheard the bicker chair (person in charge of letting people in to the club) and other officers, who were all white, talking about how the club had to “meet its diversity quota” during bicker (the selection process) and thinking of potential POC’s who would “fit in” with the club aesthetic.  I knew cottage was infamous for its tokenization of POC’s , but it didn’t really hit me until then that it was that intentional. I don’t know why, but hearing them say how they wanted minorities who would “fit in”  was really chilling and made me not feel welcome at the club.  Maybe black people just aren’t meant to bicker cottage ",
Y,FALSE,7/16/2020 17:26:00,Princeton University,Student,2021,"I moved into my dorm later than my other roommates, being the only black roommate. My dad, who is an alumnus of the University, helped me move in and decided to rep the school by wearing a Princeton shirt. I had notified my roommates about when I was coming and that my dad would be with me. I didn’t think there were any issues, despite not knowing one particular roommate and even found her pleasant. I found out later that she had asked my other roommate why the maintenance man was moving me in, referring to my dad...",
Y,FALSE,7/17/2020 22:40:08,Princeton University,Student,2021,"  I went to Colonial to study (a pton eating club), and a few of the members were blasting music out front. They were playing “Freaky Friday” by Lil Dicky which is filled with awful stereotypes about Black men and is all around a terribly song. I ask them kindly to change it, and they laughed and said I was being too sensitive. After I asked for a second time, they told me it’s not my place to speak to them. One of them was an officer. I ended up deciding to leave the club soon after.  I came out about experiencing racism in the club  which is majority East Asian and White, and the “friends” I made acted like I was a problem. I was then threatened behind my back by their non-student financial head, a grown ass woman, who said she would press charges against me for “defamation of character” speaking out against the club. ",
NO POST,FALSE,7/20/2020 9:27:03,Princeton University,Student,2022,"A member of the Tiger Inn said, “The class that we accepted this year was really diverse but the only reason this year’s class is really white is because all the ethnic people preffed out.” First of all, that is not true because I’ve constantly seen BIPOCs held to higher standards at this club than our white counterparts. Y’all are much more likely to call us social climbers or say that we made you uncomfortable on a night out (even though there are white members who have sexually harassed people who are still in TI), effectively obliterating any chance of getting in. Secondly, I don’t understand why you’d be surprised that we choose to pref out when your bicker process includes humiliating things like a bunch of wrestler dudes watching you sock wrestle for them and bleach blondes forcing you to come up with a joke about some niche white shark tank bullshit and then proceeding to tell you that what you said was stupid (yes she said that). Of course I don’t wanna eat lunch at a place like that every day. ",
,FALSE,7/20/2020 10:10:00,Princeton University,Student,,"Follow up/ add on to the Tiger Inn story I just said:

Stop blaming us for the lack of our representation in your spaces. Especially when a) the barriers to entry are so high 
b) you make it an extremely uncomfortable space for us. ",
Y,FALSE,7/20/2020 10:53:41,Princeton University,Student,2021,"My sophomore year, I was as able to get a friend of mine to place me on cottage list. That night I went  In to the bathroom and one of the members, who was blackout drunk,  put  his hand on my shoulder and said “what’s up my n*gga.” He then proceeded to pee as if nothing had happened.  I have never been back to cottage since and I still hear the sound of that drunken southern voice til this day. ",
Y,FALSE,7/20/2020 19:04:34,Princeton University,Student,2023,"Seeing a Facebook post in which a white student uses the N word and justifies it by saying ""call me old fashioned but I come from a time when you had to use the hard r for it be a racial slur"". This student has been prolific in voicing patronizing, offensive and reactionary sentiments about anti-black racism with no repercussions. Then, thinking about how just a few weeks ago, a Princeton professor referred to black student activists as a ""local terrorist organization"" and ""baying for blood"". Then thinking about how those same activists were threatened with disciplinary punishment and harassment both from the administration and the student body for voicing their desire for anti-racist policies at Princeton. Makes me wonder who's voices the University really values.",
Y,FALSE,7/20/2020 19:27:32,Princeton University,Student,2023,"Tyler Eddy, a white male student who has previously sent out mass emails on his racist and privileged views on BLM and actions towards progressive changes, has made public comments defending his use of the word ‘N***a’ because in his opinion, if black people can use it he should be able to as well. He also believes that black students who went to private or prep schools can’t properly support black lives or share our opinions on the movement since we’re “not violent... and can’t speak for the niggas”.
I’m just in total shock this soon to be senior and father of two is allowed to make these comments so openly and without any repercussions from the University.",
NO POST,FALSE,7/21/2020 19:40:19,Princeton University,Student,,The student who frequently posts these hateful things that was discussed in an earlier post also proceeded to justify his use of the N word by saying that he came from a time when you had to use a hard r for it to be considered a racial slur. ,
NO POST,FALSE,7/22/2020 14:09:15,Princeton University,Student,2020,"I wish the actions of people saying the N word was considered a rarity at Princeton, but anyone who has been to the cottage mens bathroom on a night out knows that this happens far too often. Nothing like a bunch of blackout frat boys, who are also cottage members, calling people ""nigga's"" like it's no ones business.",
,FALSE,7/23/2020 17:42:00,Princeton University,Alumni,2009,"While parking on Alexander near Forbes I notice a PPD officer pull in behind me. He comes to the door of my admittedly old car and asks me what I'm doing here. I tell him I am a student and give him my license and registration. He continues to question why I am here if I live in Newark, asks why I'm driving someone else's car (my father, who shares my last name), and asks if I stole it. He then removes me from the car, cuffs me and searches me and the car. After 25 minutes my PUID, in a bag in the car, gets him to relent. I was given no citation or cause for the search.",
,FALSE,7/23/2020 21:01:33,Princeton University,Student,2022,"My friend group consists mostly of BIPOC, and one night we decided to go out to Ivy together. My white roommate who wasn’t yet part of the club went regularly and was in shock when she saw me there. I said hi and she responded “hey...so YOU guys are here?” with the most confused tone. I’ve never felt more unwelcome in a space, and I never returned. 
Ivy has this weird culture of tokenizing BIPOC and putting up a woke front on Instagram while disregarding the fact that they are the racists themselves. They boast their international population while a majority of them are rich and from England. Is that what you call diverse?",
Y,FALSE,7/24/2020 2:37:55,Princeton University,Student,2022,"I was considering bickering (rushing) Cottage so I went there for a meal with my friend during my sophomore fall. As a black woman, I was concerned with its reputation for being super white. I asked a POC member about whether my identity, and the fact that I openly embrace and advocate for it on campus, would affect my bicker process. She said that as long as I wasn’t “too aggressive about it [being diverse]” I should be fine. Basically, as long as I sufficiently whitewashed myself, my chances of getting in wouldn’t be affected by my blackness. This student is now on the diversity committee, which is terrifying to me. ",
Y,FALSE,7/26/2020 16:53:00,Princeton University,Student,2021,"Last year, I joined cottage club and during initiations, there is a part when we all have to undress and be in out in an underwear. Once I got undressed, one of the junior men in the club pointed at my genital region and said: ""oh, look it's not that big (referring to my penis), good thing we won't have to worry about you taking away any of the girls from us.""  All of his friends began to laugh. Not one person even bothered to address him. I can't believe cottage allows people like this to remain in the club ",
,FALSE,7/26/2020 20:57:18,Princeton University,Student,,"The amount of daily disrespect that Black women such as my self experience from other students is astounding. The way our peers' body language change when we open our mouths, how people pretend we don't exist in passing, how we are constantly interrupted or flat out ignored in conversations, and the flagrant displays of entitlement at the hands of the privileged just goes to show that Princeton students really don't care about Black women. 

This campus has tricked me, a formerly outgoing, hopeless romantic who was confident in my own academic abilities into thinking that I am uninteresting, a bad conversationalist, unworthy of romantic affection, and less intelligent than my peers. ",
,FALSE,7/27/2020 10:52:54,Princeton University,Student,2021,"When I was trying to decide if I should major in Molecular Biology, I was told by a coworker that the department was full of white men fighting for spots in the labs of older white men and that I, as a Black woman, didn’t have a place there. Despite his unwarranted opinion and the department having zero Black professors, graduate students, lab techs, research assistants, post docs, or TAs (from what I can see), I still chose to enter the department and am currently fighting to convince some members of the department my research on racial health disparities is relevant.",
Y,FALSE,7/28/2020 20:31:59,Princeton University,Student,2022,"Princeton University released a statement this morning claiming that racial slurs used by any member of any race is protected under their laws surrounding freedom of speech. White students have now gotten a pass from administration to call us niggas, niggers, and coons all they want. I bet if I called one of them a cracker I’d face disciplinary action. ",This is a follow up to the other post calling out that white male student.
Y,FALSE,7/29/2020 14:06:59,Princeton University,Student,2022,"It was around 10 or 11 pm at night and I was walking towards the WuCox dining hall to do some homework and meet some friends. There was a couple on the walkway ahead of me and the girl happened to glance behind her and saw me walking on the path too. She started glancing back at me frequently and right before I got to the Wu side of the dining hall to go inside she started to run up the steps while clutching her companion's arm. 

It just kind of hurted that one of my peers was so afraid of me that they would run when they saw me. I wasn't able to get work done that night because I just kept thinking what happened and maybe if I should've said some kind of cursory ""I'm not following you!"" statement or if there was anything about my appearance as a black woman which made me seem threatening that night. The kicker is that I lived in the same dorm as the girl.",
Y,FALSE,7/29/2020 15:41:25,Princeton University,Alumni,2020,"In an algorithms class my sophomore year, there was an assignment that involved associating acronyms with the phrases they stood for. I was at office hours with my partner (also a black woman). The assisting professor was giving us an example to explain the way words should be mapped. The example she used was AIDS because it was listed on the assignment prompt since it came first alphabetically. She said ""you should map AIDS to, uh..."" and I responded with the words it stood for. She paused, turned to me, and said ""I'm sorry you have to know what that means."" The words were on the assignment page and displayed prominently enough that the whole class would've known it at that point. A few weeks later, she stopped me after class and said, ""hey, I guess things are going well for you, since I haven't been seeing you at my office hours recently."" ",thank you so much for posting our stories!!
Y,FALSE,7/29/2020 15:47:08,Princeton University,Alumni,2020,"In my senior class in high school, there was a guy who got into Princeton early. When I got accepted in the spring, he actively tried to convince me not to go, saying ""Princeton's campus isn't that nice"" and ""their engineering isn't very good."" This continued for weeks, and one day he went so far as to say that I can't claim that affirmative action didn't help me get in to Princeton. I beat him out for salutatorian a month later. He and I both ended up with engineering degrees from Princeton.",
,FALSE,7/29/2020 17:38:47,Princeton University,Student,2021,"I feel incredibly uncomfortable doing theatre at Princeton. I once studied under a professor who focused on racial and gender diversity in musicals and media. I went to see one of his shows and was appalled by his mistreatment of POC and non-binary roles. I spoke to him about my concerns and rather than acknowledging any of them, he decided to gaslight me instead. How am I supposed to feel comfortable in the theatre space when even the professors who teach classes on minority experiences are ignorant. ","Feel free to shorten as needed. Please don't include class year because as one of the few BIPOC in theatre at Princeton, it's quite obvious who wrote this. "
